,f_9,f_14,f_18,f_27,f_69,f_76,f_78,f_94,f_104,f_107,f_110,f_122,f_128,f_129,f_130,f_145,f_156,f_165,f_174,f_175,f_176,f_179,f_196,f_197,f_200,f_206,f_213,f_219,f_222,f_224,f_232,f_235,f_249,f_272,f_279,f_294,f_295,f_296,target
307,-2.754,-0.587,0.6777,0.3572,0.1791,0.87,-0.355,0.5146,-1.123,1.755,0.2744,-0.4817,0.4763,-1.519,-1.157,-1.4,-0.3557,-1.531,1.433,-0.821,0.01122,-0.1128,0.0426,-0.863,1.322,-0.4565,-0.8447,0.01662,0.2725,-0.203,-0.05515,-1.0625,-0.00501,1.052,0.4346,1.741,-0.6387,-0.5723,0.7295
308,-3.246,0.0722,0.759,0.868,0.01619,1.844,-0.3816,-0.186,1.092,-0.544,0.883,-1.083,0.997,0.8086,-2.184,0.4573,-0.0783,-1.255,2.059,0.4849,-0.3528,-1.165,-1.087,-0.01522,-0.1021,-0.01252,0.0974,0.2512,-0.454,-0.03006,-0.1018,-1.343,-0.43,0.303,0.4998,-0.545,-0.7114,0.627,1.089
309,0.3923,0.617,-0.06726,-0.4194,2.387,-0.5264,0.1588,0.2866,1.763,0.561,-0.2788,-0.8823,1.663,-0.221,-3.008,1.007,0.9077,-0.912,-1.269,-0.7305,-1.256,-1.312,-0.576,1.38,-0.509,2.283,1.148,2.865,-2.498,0.1244,0.5303,-1.529,-0.4954,-0.1018,-0.5024,-1.091,-0.2279,0.908,1.264
310,0.317,1.154,0.2788,-0.382,1.993,-1.345,1.486,-1.374,0.8037,1.692,0.688,-0.07587,1.853,-0.7393,-1.5205,1.158,0.832,0.05728,0.58,-0.721,0.3347,0.535,-0.1121,2.195,-0.1516,1.864,1.467,0.5503,-1.244,0.2703,0.04745,-0.752,0.4724,-0.1534,-0.3218,0.7744,0.07623,1.65,-0.832
311,0.4233,0.10205,1.231,1.162,0.1101,1.149,-0.05084,0.3118,0.1785,1.395,3.238,-1.703,-0.3618,-1.605,-1.37,0.858,-0.209,-0.4265,1.542,-0.1696,-2.373,-1.244,-1.536,-0.1197,-0.519,1.225,-0.696,0.1407,-0.8037,-0.2986,-0.3118,1.191,0.05063,0.1804,0.5005,-1.8955,0.406,1.011,0.010475
312,-0.02412,-0.54,1.141,-0.6606,-0.54,1.968,0.407,0.4841,-0.738,-0.703,3.0,-0.657,-1.267,-1.256,-0.01112,0.03455,-0.87,-0.2588,1.278,-0.912,-2.021,-1.255,0.3901,-1.27,1.028,-0.0642,-2.43,-0.3877,-0.252,-0.2197,1.762,-1.362,0.3416,1.269,0.04172,0.904,-0.5645,-0.62,-0.3086
313,-1.476,-0.644,-0.05322,0.8423,-0.895,2.572,0.1146,0.4766,-1.621,0.1338,1.198,0.3083,1.069,-1.853,-0.327,1.091,-0.3928,0.1984,2.521,-0.1671,0.1893,-0.0737,2.52,-0.2769,-0.0425,-0.2308,-1.713,0.4485,-1.395,-0.4993,4.695,-0.726,0.4685,0.00985,0.57,0.945,-0.763,1.822,-0.0211
314,-0.883,0.1608,-0.527,2.07,1.18,0.4543,0.0441,1.195,-0.4458,-0.4937,1.361,-1.395,0.771,0.4414,-1.194,-1.312,0.2644,-0.1971,-0.0413,0.5107,-1.361,-0.5176,-1.407,-1.027,-1.173,0.1863,-0.5493,1.291,1.587,0.03143,1.306,-2.252,-0.3582,-1.268,-0.07196,-1.959,-0.859,0.4502,-0.434
315,0.5376,-0.2507,1.535,-0.1305,1.372,-0.883,0.3984,1.413,0.7812,0.0733,-0.12286,-0.1951,0.392,-0.4727,-1.129,-0.1172,0.3523,0.361,-0.504,-0.697,0.01001,-0.4382,-0.1917,-0.3474,0.01462,1.579,0.0353,1.31,0.543,-0.3901,-0.4385,-1.033,-0.0461,0.005943,-0.2306,0.2311,-0.6387,1.236,0.3254
316,-1.57,0.1807,-0.581,-0.563,-0.06226,0.5854,-0.2013,1.737,0.623,-1.048,1.343,-1.442,0.2844,-0.1964,-0.8867,-2.174,1.78,-0.8936,0.0703,-0.9053,-1.92,0.298,-0.892,-1.313,-0.1454,-0.4482,-0.533,0.11127,-2.414,-0.3367,-0.6597,-0.458,-0.677,0.4456,-0.863,-2.057,-1.207,0.5083,-0.927
317,-0.3044,0.4148,-0.3635,-0.8643,1.602,-0.4604,-0.4258,1.077,0.3533,0.2935,-0.0714,-0.7183,0.1495,0.3855,-0.896,-0.995,1.602,0.0886,1.047,-0.1796,0.9453,-0.2542,-1.916,-0.4656,0.1754,-0.2363,0.1893,1.129,0.3625,-0.1076,0.1416,-1.488,0.08966,0.138,-0.5176,0.3005,-1.335,1.436,0.0533
318,-0.12006,-1.147,1.776,1.491,-0.4514,1.486,0.02505,0.6406,-1.708,0.05197,0.754,-0.693,-0.8325,-1.375,0.7495,0.894,-0.7964,-0.4644,1.388,0.003317,0.4329,-0.6997,1.181,-0.561,-0.6875,-0.8174,-0.0841,-1.509,0.3298,-0.1836,0.5312,-0.9766,0.1398,-0.2615,1.043,0.8423,-0.8164,-0.3027,-1.218
319,-1.926,1.892,-1.869,0.424,1.058,0.8604,-0.4028,0.931,0.9004,-2.8,-1.724,-0.3882,-1.214,-0.813,-0.8164,1.305,2.045,0.2703,2.371,-0.8643,-1.41,-2.057,-1.568,-0.607,0.1434,-0.004883,1.413,-0.84,-0.4336,-0.129,-1.508,-1.781,-0.2834,0.5415,-0.04193,-1.312,-0.686,-1.27,0.2576
320,-1.691,-1.078,1.069,1.152,-2.734,2.014,-0.02579,1.18,-1.648,-2.152,-0.424,-0.07733,-1.171,-2.44,1.143,1.422,-1.335,-0.2854,2.2,-0.678,1.049,-0.0806,-0.7476,-1.212,-1.104,0.286,-0.8354,-0.8228,0.4148,-0.1738,-0.583,-0.9556,0.353,-0.815,1.149,0.565,-1.453,0.2666,1.396
321,1.742,0.0797,0.1506,-0.469,1.111,-0.823,0.2145,0.1956,-0.5786,-2.707,-1.116,-0.3289,-0.0615,-1.643,-1.965,1.7705,0.2764,2.305,-0.3542,0.1251,1.369,-0.1498,-0.607,1.346,-0.6665,1.556,-0.08307,1.333,1.792,0.2032,-0.646,-3.46,-0.335,-0.1625,-0.03036,1.248,-1.17,-0.926,-0.08514
322,1.222,1.259,-0.3635,0.1716,-0.0441,0.527,0.045,1.64,0.3591,-0.5786,-0.747,1.437,-0.3127,-1.6045,-1.2705,1.392,0.8755,2.062,0.7017,-0.609,0.9507,-0.3328,-1.795,0.2355,0.4336,2.086,1.2,0.934,-3.229,0.02759,-0.565,0.2101,0.009094,0.5806,-0.5845,1.093,0.08923,0.626,-0.31
323,-0.883,0.5967,0.141,-0.7993,-0.0828,0.974,-0.1099,1.631,-0.572,-0.3816,1.569,0.6606,-0.986,-1.527,-1.681,0.923,0.7446,1.164,0.9517,-0.8027,0.265,-0.3457,0.457,-0.745,0.1417,0.1433,-1.44,1.5205,-0.7783,-0.5034,-0.9575,-0.8853,-0.6895,0.2142,0.146,0.2659,-0.5493,-0.4072,-1.505
324,-1.096,-1.153,1.956,1.444,0.2979,2.023,-0.0665,2.826,-2.148,-0.2098,0.74,-0.2268,-0.4307,-1.101,-1.295,0.2585,-0.968,0.7207,2.031,-0.5977,-1.389,-1.512,0.9917,-1.964,0.7856,0.5234,-1.1045,0.2085,-1.776,-0.368,1.572,-0.9604,-0.909,1.196,0.296,-1.509,0.1858,0.563,-0.4368
325,-0.4316,-1.747,1.878,0.323,-2.375,2.047,-0.04636,0.0853,-2.27,-2.113,0.00496,0.628,-1.788,-1.328,0.82,0.0687,-1.642,0.266,2.28,-0.4946,-1.293,-2.074,-1.529,-2.254,0.2008,-1.501,-2.232,-2.346,0.8657,0.2954,1.29,-1.643,-0.717,0.1349,0.8804,-2.818,-0.63,0.659,-0.5986
326,-0.692,0.1798,-0.2727,1.397,0.3362,0.4028,0.2527,-1.232,-0.1039,-4.105,-0.938,-0.121,-0.611,-0.2803,-1.636,0.619,0.05942,0.9043,-0.4834,0.8594,-0.1368,-0.3125,-1.097,-0.3694,1.205,0.6885,-0.0085,2.088,1.251,-0.0672,-0.3025,-2.062,-0.941,0.9087,-0.6133,-1.039,-1.351,-1.72,-0.3271
327,-0.9795,-0.8857,1.065,-1.302,-0.1802,1.439,-0.005672,1.389,-1.635,-0.03278,-1.992,-0.1759,-0.785,-1.139,-0.2411,1.5205,-1.097,1.437,0.686,-0.4448,-1.079,-0.1826,-0.876,-0.4045,1.389,-0.3704,-1.318,-1.181,1.127,-0.0856,-0.2954,0.2053,-0.2363,0.977,0.2192,-2.26,-1.02,-1.308,2.986
328,2.484,1.324,-0.6416,-1.174,2.29,-2.045,-0.00563,-1.479,0.1034,0.0219,-1.3955,-0.5938,0.9946,0.451,-1.886,-2.383,0.8027,3.283,-1.705,-0.8774,-0.1866,0.4243,-2.082,2.371,0.628,2.809,2.217,-0.93,-3.307,1.265,0.8403,-0.3398,0.5864,0.0218,-0.659,2.326,-1.649,0.8975,0.3188
329,1.244,0.561,0.5874,1.059,0.566,-0.6655,-0.0472,0.384,-0.1705,-2.275,0.9775,0.03708,1.528,-0.2158,-1.124,-3.008,0.973,1.995,-0.1309,-0.709,-0.7188,2.555,-1.913,1.611,0.374,1.705,1.945,0.9604,-0.5664,0.07385,2.791,-1.957,-1.076,0.0577,-0.1251,0.1714,-0.2036,-0.6416,-0.4429
330,1.761,0.4417,-0.1239,0.074,1.683,-2.037,-0.2073,1.686,0.05328,0.10144,-2.78,0.62,1.499,-1.978,-2.137,0.8677,1.481,2.186,-1.256,-0.828,0.537,3.63,-5.254,1.204,1.653,2.105,0.6953,3.064,-0.4897,0.5493,1.572,-0.1956,-0.4229,0.5474,0.0517,0.9985,0.7734,-0.2454,-1.185
331,-1.901,-1.129,2.127,-0.6484,-2.016,1.2705,-0.072,3.367,-0.895,0.717,-0.4092,-1.17,-0.2754,-1.762,1.43,-0.276,-0.4155,0.163,-0.3826,0.3206,-1.42,-1.446,0.5845,-0.5903,1.7705,-0.4895,-1.179,-0.1543,-1.258,-0.1824,-0.08405,-0.3357,-0.1365,0.8633,0.621,-1.442,-0.5986,-1.789,-0.946
332,-0.626,-1.075,1.906,-0.4006,-1.47,0.569,-0.04022,2.705,-1.61,-1.3125,-0.05286,-0.2424,-1.16,-1.512,0.6206,0.11255,-1.197,0.747,-1.096,0.0724,0.8013,-1.9375,1.674,-1.357,0.3784,0.2546,-1.491,-0.6973,-1.944,-0.0909,1.487,-0.571,0.4163,-0.4546,0.2961,1.09,-1.001,0.2279,-0.1295
333,-0.007553,0.04666,0.5303,-2.572,-0.9224,0.7812,-0.01569,2.398,-0.908,-1.338,-0.7354,0.1432,1.123,-1.97,1.408,-1.122,-1.391,-0.7485,0.591,-0.1288,-0.2754,-0.3376,1.898,-0.905,0.1428,-1.191,-0.2522,-0.557,0.1638,0.1242,4.082,-0.8228,0.79,-0.5522,-0.2922,0.7974,-0.891,-0.09143,-1.065
334,1.168,1.813,-0.8784,-0.1448,1.125,0.821,0.385,2.217,1.384,1.004,0.695,-1.248,1.655,-0.5386,0.3936,-0.947,0.965,0.993,-1.145,-1.013,-0.905,-0.433,-0.748,-0.6816,1.517,0.82,1.192,0.3997,1.615,-0.3713,0.352,-0.648,0.8296,0.7026,-1.211,-0.667,-1.101,1.538,0.02725
335,1.947,1.174,-0.5503,-0.5303,-1.541,0.2256,0.4746,0.629,0.89,0.793,0.6987,-0.1963,0.4546,-2.326,1.196,0.624,0.9834,0.4233,0.937,-1.034,-1.059,-0.7666,0.08325,-0.3806,0.5107,-0.1394,-0.4646,0.634,-0.0365,-0.265,-1.271,0.08185,1.1455,-0.2219,-0.685,-0.9385,-0.549,-0.2612,0.7036
336,2.324,1.203,-1.438,-0.5156,0.718,0.3562,0.4958,0.01147,1.229,-0.6743,0.988,-1.134,1.013,-2.438,-0.625,-0.3162,1.086,0.2969,0.616,-0.8486,0.1855,0.2318,0.828,-0.3506,1.373,1.062,-0.657,0.517,0.4507,-0.1409,-0.8125,-0.2527,0.5273,0.7744,-1.037,0.578,-0.564,-0.7817,-0.424
337,0.8003,0.912,-0.933,1.142,1.218,-1.076,-0.05753,2.672,1.348,1.538,0.1192,0.744,0.5728,-0.00855,-1.206,0.835,1.178,0.4402,1.151,-0.812,0.4739,-1.44,-0.1299,-0.525,0.3286,0.7183,0.973,2.062,-2.252,0.4185,0.4954,-0.0489,0.1747,-0.0263,-0.6978,-1.476,0.2732,0.8164,0.845
338,0.611,-0.5913,0.7373,2.453,0.2715,-0.794,-0.08,-0.918,-0.883,2.697,0.4722,-0.822,1.733,-2.74,0.3008,0.7705,-0.5503,0.8447,-1.407,0.3562,0.001734,-1.303,-1.597,-0.171,0.4592,0.634,0.9214,-0.8604,0.766,0.2228,0.9453,0.2734,0.5356,-0.321,0.3467,0.759,-0.5835,-1.018,0.1974
339,0.1378,-0.749,1.826,1.074,1.906,-1.683,-0.2129,-1.459,-1.2295,1.492,-0.2886,-0.6465,1.375,-0.02988,-0.986,0.1108,-0.502,1.106,-1.344,-1.164,-0.2593,-0.883,0.4978,-0.6465,0.621,1.212,1.574,2.652,-0.1025,-0.0824,0.6055,0.9004,1.003,0.03522,-1.412,-1.487,-0.559,-0.2822,-0.466
340,-2.182,-2.006,2.152,1.208,-0.4355,1.286,-0.457,1.072,-2.643,3.8,0.1625,-0.03638,-0.3972,-2.002,-0.2252,0.3457,-1.756,0.615,-0.5684,-0.002148,1.739,-1.559,0.1931,-1.593,0.3252,-0.1769,-2.768,-2.438,-1.783,-0.1782,1.467,1.643,0.285,-0.2087,1.242,2.1,-0.67,1.857,1.552
341,-0.4097,-0.7476,1.366,1.662,0.669,-1.974,-0.01935,-0.603,-1.074,-0.2268,2.254,-1.665,1.713,0.2064,-1.032,0.0313,-0.501,0.53,1.063,-0.95,0.0917,-0.1781,0.0793,1.039,1.207,1.542,1.454,3.562,0.8755,-0.2494,0.636,-0.3083,0.556,-0.3184,-1.421,1.513,-2.04,1.627,-0.908
342,1.281,0.493,0.51,-0.0059,1.155,-0.787,-0.3972,1.919,0.409,0.8276,0.3748,0.1431,0.1748,-0.831,-1.2295,-0.0543,0.3523,1.871,1.27,0.1569,-0.02008,-0.7144,0.4893,0.09186,0.737,0.721,-2.309,-0.2496,-0.735,0.348,0.582,1.021,1.162,-0.2722,-0.5234,0.7993,-1.553,-0.9683,1.043
343,1.884,1.248,-0.6885,0.0008783,-1.049,0.178,0.1587,0.4102,2.178,0.5723,1.553,-2.574,0.05453,-2.05,0.7344,0.023,1.402,0.656,0.2686,-1.046,-1.24,-0.14,-0.5234,0.2832,0.8506,1.017,0.3948,1.308,-1.605,-0.05634,-0.845,0.6,0.3616,-0.3198,-0.8335,-0.731,-0.00883,-0.158,1.436
344,-0.2487,0.5625,-0.5,1.724,0.442,-0.9077,-0.3428,-0.1982,0.767,0.552,1.784,0.563,0.7524,0.1109,-0.8184,0.9604,0.4834,1.289,0.2515,-0.596,-1.692,0.6333,-1.134,1.232,0.3435,0.9473,1.222,-0.01955,0.00943,0.01186,1.18,-0.2847,-0.4832,-0.0682,-0.733,-0.2166,-0.96,0.06976,0.782
345,-1.386,0.0708,0.0453,-0.139,-0.3345,-0.4426,-0.3992,2.396,-0.7686,-0.327,3.273,0.4214,-2.33,-1.085,0.005104,0.976,-0.2668,-0.01732,0.1637,-0.327,-0.1838,-0.4033,0.967,-0.8564,0.503,0.516,-1.136,1.404,-1.477,-0.03564,-0.2162,-0.5684,0.3037,-0.2732,-0.5786,0.464,-0.77,1.223,-0.2345
346,1.904,-0.1892,-0.1289,-0.2861,1.12,-1.464,0.3557,-1.313,-0.1873,-0.3557,1.31,-0.3625,-1.127,2.248,-0.583,0.07056,-0.1965,-0.3916,0.383,-1.0,-3.69,-2.371,2.312,-0.1573,0.0,1.47,1.762,-0.1683,-0.9536,0.0648,-1.73,-0.6973,-0.0425,0.0,-0.4736,-5.234,-0.3677,-1.81,4.39
347,1.704,1.921,-1.215,-0.2905,1.29,-2.904,0.759,-0.2646,1.925,-0.0949,-0.782,-2.074,1.134,0.985,-0.786,-3.076,1.92,1.162,-1.196,-1.0,-2.227,3.94,0.4932,2.352,1.0,3.162,-0.1865,0.681,-0.0654,0.987,-2.053,0.1871,-0.3345,1.0,-0.3384,-1.223,-0.2637,-0.1338,-1.894
348,-0.4758,0.1921,-0.624,-0.7656,1.841,-0.421,-0.636,1.777,0.1934,0.264,0.283,2.334,-0.4817,1.176,-2.15,0.1544,0.2046,-0.764,-0.02122,0.0,-0.579,2.883,-1.717,-0.51,1.0,0.1967,-2.873,0.2544,-1.385,0.02318,-1.1,2.717,-0.0188,1.0,0.055,-0.5293,-0.04156,-2.299,0.8413
349,0.728,-0.4368,0.8916,0.0,-0.4368,-0.886,0.6147,-0.886,-0.4297,0.3232,2.756,-0.1776,0.525,1.021,0.58,0.09485,-0.443,0.4004,-4.027,-1.0,-0.874,2.252,0.791,-0.315,0.0,0.664,-0.0675,2.297,-1.144,-0.02516,-0.278,-0.5215,-0.0755,0.0,-1.817,-0.5664,-0.9883,-1.799,0.4138
350,-0.2734,-0.6963,0.6953,-0.3804,0.4375,-0.0724,-0.1584,1.229,-0.6807,-0.2998,-0.1112,0.4082,-0.2642,0.3357,-0.368,0.1914,-0.698,0.05087,0.839,-1.0,1.225,0.01495,1.392,-0.4302,1.0,-0.0673,-0.326,0.9165,-1.004,-0.0681,2.45,0.0943,0.1516,1.0,-0.6304,1.479,-0.7896,-1.49,0.5815
351,0.691,0.1749,0.713,0.4414,1.306,-0.8286,-0.1888,0.821,0.1763,-0.6206,0.25,0.14,0.589,0.4727,-1.519,-1.837,0.1876,1.09,-0.09766,-1.0,0.8765,0.02927,-0.477,0.9004,0.0,0.6416,1.387,0.1816,-0.653,0.1678,-0.08496,-0.2505,-1.668,0.0,0.10333,0.597,0.4614,1.248,1.45
352,1.317,1.331,-0.992,-3.86,1.161,-0.898,-0.03247,2.057,1.338,0.1705,-0.1746,1.659,1.439,0.384,-1.208,0.1812,1.334,0.625,0.6094,-1.0,1.557,0.7344,0.2854,1.765,0.0,0.678,0.6177,1.447,-1.699,0.1975,-0.4465,0.8936,0.06256,0.0,-1.075,1.915,0.329,0.9673,0.4177
353,1.097,1.254,-1.0,-0.8896,0.7334,-0.837,0.3794,1.012,1.261,2.312,1.322,-0.06335,1.074,-0.9644,-0.735,0.237,1.255,0.3777,-1.165,-1.0,1.128,1.718,0.5117,1.445,0.0,0.469,0.9526,0.5312,-0.9727,0.1229,-0.2462,1.149,-0.281,0.0,-0.0233,1.29,0.587,0.1715,1.693
354,1.221,0.04745,1.635,0.3364,2.934,-2.182,0.02936,-0.217,0.0475,0.187,0.909,0.00839,1.355,0.506,-2.668,-5.88,0.0942,2.066,-0.1368,-1.0,0.1825,2.342,-1.812,1.708,0.0,1.593,0.7534,0.1636,-0.9956,0.04706,0.6597,-0.7114,-2.184,0.0,0.3333,0.1812,-0.3423,-2.637,2.184
355,0.726,0.905,-0.2961,0.6113,3.133,-2.41,0.01169,0.1578,0.911,0.0971,-0.3887,1.734,1.663,0.7144,-3.07,0.1847,0.907,1.816,-1.339,0.0,1.081,2.834,-2.07,2.27,-1.0,1.797,0.7373,0.9097,-0.9756,0.3103,1.255,0.555,-1.707,-1.0,-0.2544,1.339,2.084,0.8687,1.002
356,0.7114,1.687,-0.4258,-0.5625,2.979,-3.238,1.229,-0.936,1.692,1.378,1.642,1.45,1.168,0.363,-3.121,-5.703,1.687,-0.02106,-2.094,-1.0,1.124,2.275,-1.831,0.3418,-0.0211,2.469,1.381,1.368,-1.32,0.5654,-0.04752,0.4507,-0.03192,0.0,-0.5254,1.033,0.503,0.508,-1.424
357,-2.256,-3.486,2.766,-0.4395,-0.2395,1.739,-1.282,4.21,-3.414,1.437,1.747,-2.125,-1.14,-1.204,0.1869,0.2898,-3.453,-0.5576,10.33,-1.0,-1.458,-2.416,4.7,-1.227,-0.02104,-1.949,-4.0,-4.53,-1.042,0.2168,1.844,4.19,-0.092,0.0,1.733,-1.23,0.947,1.169,0.986
358,0.01048,0.9307,-1.047,-1.7705,0.6646,-0.652,-0.0762,1.497,0.9375,-4.137,2.814,-0.04352,-0.1548,0.1637,-0.7593,0.1653,0.9336,-0.2893,0.7407,-1.0,-1.21,1.196,-1.302,0.04742,-0.02106,0.0933,-0.765,1.189,-1.046,0.221,2.066,-0.886,-0.1348,0.0,-0.3772,-0.767,0.4155,-1.535,-0.995
359,-1.275,0.715,-1.188,-0.3845,0.417,0.7354,-1.472,2.623,0.7173,1.252,-1.532,-0.1069,-0.0544,-0.441,-0.924,0.2421,0.7188,-0.3481,2.453,-1.0,-1.563,-2.365,0.0896,-0.8203,-0.02104,-0.91,-1.013,-1.589,-0.391,0.0787,3.502,1.979,-0.2605,1.0,1.15,-1.388,0.4092,1.063,2.822
360,0.4028,0.3596,0.812,-0.5464,2.285,-1.74,0.005764,-0.1459,0.363,-0.1214,-1.375,0.932,1.593,1.379,-2.537,-1.651,0.3677,2.943,-0.02982,0.0,2.475,-0.05878,-0.9634,2.367,-0.02101,1.119,1.26,0.11816,0.4614,0.576,0.1394,1.508,-2.234,-1.0,0.6616,2.883,1.026,1.02,0.988
361,0.9062,-0.3997,0.7563,-1.37,0.922,-0.986,-0.69,0.987,-0.3945,0.11334,1.87,-0.1986,-0.6533,-0.928,-1.562,0.10974,-0.4023,0.4658,0.417,-1.0,-1.496,0.799,-0.3179,-0.2764,-0.021,0.3745,0.3389,2.182,-1.307,0.0541,-0.9414,0.9844,-0.05362,0.0,-0.909,-0.6826,2.234,0.5454,3.973
362,-0.523,-0.792,-0.1159,-1.525,0.3123,-0.08984,-0.3179,1.705,-0.7764,-1.1,2.281,-0.75,-3.193,1.111,-0.2455,0.1293,-0.794,-4.5,1.766,-1.0,-2.129,-10.37,0.3455,-0.5117,1.0,-0.238,-0.6206,-0.8027,-1.093,0.9414,-0.959,-3.607,3.115,1.0,0.493,-0.973,-1.034,-0.727,0.2396
363,1.798,0.2612,-0.0919,-0.4978,3.176,-4.15,0.1953,3.412,0.2646,-0.8306,-2.322,-4.49,-0.9854,0.4348,-6.47,-5.773,0.266,-0.1588,-0.244,0.0,-1.982,5.85,3.77,0.3445,0.0,4.63,-2.4,0.2397,2.975,0.4207,-2.543,-1.104,0.4424,0.0,0.2676,-1.353,-0.9917,0.1097,-1.745
364,-0.58,-0.7812,0.682,-0.614,1.03,-0.02977,-1.249,2.152,-0.7656,0.3757,-2.848,-4.594,-0.7983,0.4138,-1.184,0.12054,-0.7837,-0.2832,0.766,-1.0,1.15,-1.632,4.29,-0.4717,0.0,-0.3455,-0.9717,-0.84,-2.707,-0.3228,0.536,2.877,-0.2456,0.0,0.3604,1.269,0.481,-0.1287,-0.2217
365,1.058,0.611,-0.655,-2.154,0.6543,-1.23,0.3135,2.148,0.618,-0.903,3.836,-2.146,0.183,-0.564,-0.2788,0.157,0.6157,-0.2542,-0.553,0.0,-1.757,-0.1715,3.844,0.05786,0.0,0.801,-1.712,0.679,-1.183,0.2734,-2.148,-0.6147,-0.001041,0.0,-0.2012,1.012,0.55,1.302,-1.523
366,0.6797,-0.5254,0.4043,-2.531,-1.206,0.4004,0.3381,1.188,-0.519,0.8794,-0.975,0.3037,-0.549,-2.758,1.357,0.1287,-0.5283,-0.282,-1.907,-1.0,0.5547,-0.1913,-0.05902,-0.3435,0.0,-0.8135,0.7466,-0.539,-1.071,-0.133,5.094,1.01,-0.395,0.0,-0.008224,0.566,0.5386,1.311,-0.1831
367,0.252,-0.769,0.11505,-0.9272,-1.973,1.964,-0.6724,1.88,-0.751,-0.4802,1.015,1.56,-2.31,-2.734,2.203,0.1569,-0.7715,-2.256,0.805,0.0,0.799,-0.2778,-1.222,-0.45,0.0,-1.851,0.145,-0.8906,0.0638,0.1652,-0.797,0.1985,-1.835,0.0,0.5044,0.9634,0.756,0.8643,-1.955
368,0.0433,1.246,-1.361,0.757,0.554,-0.384,-0.01903,0.8164,1.257,-0.867,-0.8613,0.1718,0.6216,-0.04965,-0.4722,0.1074,1.247,-0.0734,0.686,0.0,-1.644,0.1342,0.138,0.03119,0.0,0.09064,0.9536,1.224,1.099,0.2241,1.691,-1.168,-0.01852,0.0,-0.8438,-0.9663,0.2751,0.912,0.2411
369,-0.8604,-0.741,0.1321,-0.677,-1.754,1.714,-0.309,1.669,-0.723,-0.71,-1.705,2.08,-2.043,-1.946,1.911,0.1184,-0.746,-2.385,0.8975,-1.0,0.729,-0.264,-1.556,-0.4287,1.0,-1.622,-1.457,-0.808,-1.028,0.2542,1.375,0.302,-1.693,1.0,0.3564,0.8115,0.2646,0.855,0.1152
370,-1.821,0.38,-0.4485,-0.7197,0.4333,0.4353,-0.6997,2.13,0.3818,-0.561,-0.3152,0.3992,0.2268,0.5234,-0.419,0.1936,0.3848,-0.2363,6.05,-1.0,-1.627,0.03162,0.8423,-0.085,1.0,-0.555,0.1565,0.2761,1.644,-0.0931,0.0908,-0.693,-0.03503,1.0,0.059,-1.5,0.05252,-0.0642,4.637
371,-0.995,0.0,0.0,0.563,0.0,0.0,0.0,-1.551,0.0,-0.7095,0.0,0.0,0.0,0.0,0.0,-7.016,-0.4155,-0.2448,0.0,-1.0,0.8643,0.0,-5.24,0.0,-0.02016,0.0,0.0,0.0,-1.172,-0.339,5.184,0.0,-0.09784,0.0,0.0,0.9326,0.0,-0.0123,-4.117
372,0.6553,-1.375,1.148,1.289,0.2913,1.707,-3.46,2.3,-1.33,3.229,0.0,0.0,-0.2449,-5.26,-0.782,0.1469,-1.376,-0.3865,2.17,-1.0,0.9375,-2.232,4.617,-0.648,-0.02014,-1.903,-1.771,-1.201,-1.064,22.23,3.176,0.0,-0.262,1.0,0.7554,1.0205,4.2,0.10626,-0.4602
373,0.4844,-0.6016,0.1744,-0.3562,-1.917,1.408,0.01558,0.975,-0.5903,-1.184,0.0,0.1486,-0.97,-2.633,2.383,0.1093,-0.604,-1.052,0.5317,0.0,0.7617,-0.0304,-0.01904,-0.3716,-0.02017,-1.536,-0.6343,-0.566,-0.1558,1.125,0.0,-0.12445,-0.7856,0.0,0.1484,0.8154,0.843,1.196,-1.167
374,0.3984,-0.9033,1.036,-0.758,-0.4707,-0.1262,0.01133,-0.009415,-0.8887,-0.511,-1.762,0.241,0.3745,-0.615,0.3892,0.133,-0.907,-0.136,-0.5083,-1.0,-2.215,0.0119,-0.0707,-0.542,-0.02013,-0.2593,-0.1793,1.042,1.409,0.779,0.0,-1.542,0.07806,0.0,-0.6934,0.909,0.1131,0.828,-1.303
375,0.3777,-1.425,1.06,-0.393,-1.187,1.451,-0.7695,1.359,-1.375,-0.973,-1.593,0.7275,-1.558,-2.057,1.129,0.11804,-1.426,-0.746,1.222,0.0,1.252,-0.3948,-0.477,-0.673,-0.02011,-1.371,-1.165,-1.291,0.5366,-0.2216,2.23,0.3079,-0.5405,0.0,0.822,1.369,0.1625,-0.1755,0.4995
376,0.6665,-0.444,0.7925,0.0,-0.632,-0.4604,0.886,-1.541,-0.4358,-1.469,-0.5366,0.03702,0.824,-0.5884,0.9414,0.0831,-0.4475,0.248,-3.254,0.0,0.483,-0.2085,1.126,-0.2886,-0.0201,0.138,2.238,-0.3762,-0.6694,0.2717,0.6733,-0.851,-0.01936,0.0,-0.1448,-2.053,0.1658,-1.012,-1.559
377,-1.337,-1.828,1.844,-0.9907,-0.01382,0.0719,-0.3147,0.765,-1.776,-0.3682,-1.198,0.5327,-0.2184,-0.478,-0.0821,0.12317,-1.828,-0.2502,-0.28,-1.0,1.323,-0.02077,-0.02893,-0.803,-0.02011,-0.3354,0.1316,0.5264,-0.134,-0.2197,0.3599,0.1415,-0.093,0.0,-0.07355,-0.6807,0.1981,0.884,1.672
